AccountNumber,MasterCustomerDetailsFlag,PrimaryAccountHolderFlag,Title,FirstName,MiddleInitial,LastName,NameSuffix,BusinessName,StreetAddress1,StreetAddress2,StreetAddress3,City,State,ZipCodePre,ZipCodeSuffix,DateOfBirth,DeathDate,PhoneNumber,EmailAddress,SSN,CommunicationPreference,Income,EmployerName,EmploymentDate,MemberStartDate,RelationshipCode,RaddonSegment,County,Region,Branch,CheckingFlag,CDFlag,MoneyMarketFlag,AutoLoanFlag,CreditCardFlag,PLFlag,HELOCFlag,HomeEquityLoanFlag,FirstMortgageFlag,StudentLoanFlag,OnlineBankingFlag,BillPayFlag,DebitCardFlag,NegShareWarning,BankruptcyWarning,DQWarning,BadAddressWarning,BadEmailWarning,ExcessiveFeesWarning,CreditScore1,CreditScoreDate1,CreditScore2,CreditScoreDate2,CreditScore3,CreditScoreDate3,CreditScore4,CreditScoreDate4,ProductAccountNumber,ProductType,Description,MonthlyPayment,DateOpened,Rate,TermType,TermInMonths,OriginalBalance,CurrentBalance,CCLimit,FlexFlag1,FlexFlag2,FlexFlag3,FlexFlag4,FlexFlag5,FlexFlag6,FlexFlag7,FlexFlag8,FlexFlag9,FlexFlag10,FlexChar1,FlexChar2,FlexChar3,FlexChar4,FlexNum1,FlexNum2,FlexNum3,FlexNum4,FlexDate1,FlexDate2,FlexDate3,FlexDate4,FlexMoney1,FlexMoney2,FlexMoney3,FlexMoney4,FlexRate1,FlexRate2,FlexRate3,FlexRate4
105682,1,1,Miss,Tiger,G,Langley,II,Saint Charles,Ap #785-284 Software Av.,817-4931 Hardware St.,"P.O. Box 518, 6849 For Rd.",Washington,MT,13196,3513,3/5/1978,2/9/2013,,Elwood.L.Sherman@AcctsIncSpecialty.co.uk,423776560,email,73744,Wirth John,40,10/4/1976,76,Middle Income Depositor,Inc,Law,Broadway,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,
105683,1,1,Miss,Noble,G,Pena,Sr.,Systems Frank,2590 Surveys Rd.,410-5373 T St.,595-222 Michael Rd.,Laurencekirk,CT,20502,3036,1/27/2004,12/9/2011,,Iii.R@True.co.uk,423832797,email,23728,A Hamilton,41,5/25/1966,63,Fee Driven,Brunswick,Inc,Broadway,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,
105684,1,1,,Alan,F,Malone,III,W Md,668-5138 Group Street,145-3253 Mail Av.,997 J Avenue,Ramsey,CO,34051,7884,12/27/1956,12/16/2011,,&@&Paint.com,423889034,email,93968,C Esq,2,5/20/1995,80,Middle Income Depositor,Esq,Warehouse,Broadway,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,
105685,1,1,Mrs.,Zachary,Y,Hess,Sr.,Corp Pepsi,Ap #498-9481 Inc Av.,6559 Distribution Av.,"P.O. Box 587, 9939 Engineering Av.",Albuquerque,UT,85651,6710,6/7/1965,4/6/2012,,Co@NursingCare.co.uk,423945271,email,100920,Castings Inc,7,4/10/1985,11,Credit Driven,R,&,Broadway,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
105686,1,1,Mrs.,Michael,W,Parrish,III,State Construction,569-9819 L Rd.,610-6862 Motors Street,367 Esq Street,Hay-on-Wye,CA,76088,4128,7/30/1999,5/2/2013,,Office.Reed@JdEdwards.com,424001508,email,165573,William J,33,9/14/1953,98,Upscale,Central,&,Broadway,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
105687,1,1,Mrs.,Avram,C,Potts,Sr.,Of John,405-7286 Vantage Road,Ap #814-5071 Co Rd.,"P.O. Box 582, 8222 Stitch Av.",Oxford,NE,12748,5498,1/20/2025,5/16/2012,,The.Bank@Co.ca,424057745,email,229772,Co Cornhusker,15,2/16/1964,55,Upscale,Inc,Young,Broadway,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,
105688,1,1,Miss,Warren,W,Jackson,II,Direct Inc,Ap #463-2014 Dealers Ave,Ap #320-7323 Motors Avenue,628-711 Esq St.,Flushing,NC,75673,3905,9/29/1987,11/30/2011,,Co.Inc@Atlas.co.uk,424113982,email,41595,Builders &,38,7/4/2013,81,Low Income Depositor,Motors,Halpin,Broadway,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,
105689,1,1,Mr.,Zeph,K,Carpenter,,Lisher John,9403 Esq St.,9129 Breen St.,159 Bodik St.,Northampton,MD,87785,9415,9/13/1962,1/3/2013,,Esq.Chiapete@SunnyvaleTravelMuller.com,424170219,email,105585,Joy Y,23,11/3/1952,60,Middle Market,Beymers,Lock,Broadway,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,
105690,1,1,Miss,Elvis,T,Haney,Jr.,Short Foods,"P.O. Box 921, 7247 A St.",5134 William Street,4297 Inc St.,Concord,NY,46456,2531,5/13/1962,3/21/2013,,Play.Craft@Hostetler&Kowalik.org,424226456,email,35429,Ltd Chesapeake,10,11/21/1969,16,Fee Driven,S,Victor,Broadway,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,
105691,1,1,Miss,Dylan,W,Rocha,Sr.,P C,"P.O. Box 950, 7735 Powers Av.",Ap #310-6586 Inc Street,Ap #593-1136 Karen Street,Croydon,TN,76704,4270,6/18/1936,1/26/2013,,&.Print.Hostetler@EsqBuy.org,424282693,email,244897,M Iii,20,6/25/1957,45,Upscale,Granite,Factory,Broadway,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
105692,1,1,Ms.,Steven,N,Klein,,S Tweel,Ap #145-7985 New Rd.,695-2372 I Avenue,Ap #445-1960 River St.,Woerden,WV,33909,2225,8/6/1977,1/31/2012,,Co.Halpin.Irene@AppraisalIncJacobs.co.uk,424338930,email,36238,House Ebbeson,19,3/7/1977,77,Low Income Depositor,Esq,Fox,Broadway,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
105693,1,1,Miss,Edan,D,Aguirre,Jr.,Esq M,689-3997 Industries Avenue,"P.O. Box 342, 564 Esq Rd.",Ap #920-1601 Inc Street,Delfzijl,OH,59645,7579,10/13/2027,10/18/2012,,Of.Shipley.Oil@EsqCenterFor.ca,424395167,email,61547,Co Inc,31,7/18/1976,64,Middle Income Depositor,Instruments,Co,Broadway,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,
105694,1,1,Mrs.,Shad,C,Sloan,,Direct Inc,Ap #446-668 Esq Rd.,930-5845 Bostek St.,"P.O. Box 535, 5263 Thomas St.",Cardigan,ID,89575,4992,2/26/1981,5/23/2013,,Industries@&.ca,424451404,email,42377,Credit Union,37,2/5/1971,34,Low Income Depositor,Cupkovic,Capital,Broadway,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
105695,1,1,Miss,Leroy,Z,Patel,Sr.,Brian Realtor,Ap #331-4985 Catv Rd.,711-7089 Rogers Ave,Ap #297-578 Holiday Avenue,Portland,NV,75605,1235,4/12/1949,10/2/2012,,Marwick.Llp.Carey@ServiceTeamstersUnion.ca,424507641,email,177094,Company Data,30,1/2/1996,20,Upscale,Square,Inn,Broadway,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,
105696,1,1,,Bradley,N,Hinton,Jr.,Meyer Inc,463-1594 River Street,"P.O. Box 499, 2212 Chartered Avenue",191 & Av.,Kirkby Lonsdale,ID,9164,3885,11/16/1938,12/29/2011,,Seawright.Rodney@Franchise&Dev.org,424563878,email,227765,Tile &,31,4/20/1986,37,Upscale,Systems,Wegner,Broadway,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,
105697,1,1,Miss,Jamal,H,Cortez,II,Cpa Larson,"P.O. Box 560, 275 Arprt Avenue",3751 H Street,170-8662 S St.,Kilwinning,LA,60951,5592,12/9/1942,1/11/2012,,Foods.Inc@Hardware.ca,424620115,email,99521,A Esq,22,8/9/1957,29,Credit Driven,Hardware,Esq,Broadway,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
105698,1,1,Mr.,Patrick,R,Townsend,II,Pc Midlen,"P.O. Box 391, 2669 Measurement Avenue",804-1476 Cpa St.,"P.O. Box 878, 8774 Esq Ave",Lourdes,AK,14471,6480,6/9/2028,2/27/2012,,Rentals@AgentMagazine.net,424676352,email,64572,B Esq,41,9/3/1971,58,Credit Driven,Esq,Corporation,Broadway,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
105699,1,1,Ms.,Tobias,S,Shields,,Review Monterey,8373 Distillers St.,1915 Search Rd.,Ap #990-5525 Esq St.,Salisbury,DE,79647,309,3/12/1932,2/4/2012,,Independent@Saunders.com,424732589,email,88474,Corp Railway,15,11/2/1998,94,Middle Income Depositor,Associates,Khoury,Broadway,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,
105700,1,1,Mr.,Erich,O,York,Jr.,Guillot Chartered,"P.O. Box 157, 6011 Wall Av.",408-9718 Wenick Rd.,358-8195 Infusion Rd.,Alix,AK,22129,4220,11/23/2016,3/22/2013,,Co.California@CEsqJd.com,424788826,email,123485,Century 21,15,7/22/1997,14,Credit Driven,Sell,F,Broadway,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,
105701,1,1,Ms.,Baker,K,Price,Sr.,Lawson John,786-2580 Kirschbaum Av.,7726 Fischer Street,980-8932 Knitting Avenue,Thame,NV,29968,6018,6/21/1945,12/20/2012,,Manufacturing@Mus.edu,424845063,email,225810,Clark Francis,48,8/13/2011,18,Upscale,M,Fairmount,Broadway,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,
105702,1,1,Mrs.,Nehru,Y,Powers,III,American Rlty,6095 Madden Rd.,484-8919 Art St.,932-4279 Dean Av.,Kidwelly,GA,30966,7363,1/8/1932,8/1/2011,,Undercar@John.com,424901300,email,246493,J Esq,27,8/13/1956,15,Upscale,Mills,Rodgard,Broadway,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,
105703,1,1,,Garrison,E,Richardson,Jr.,Steritek Inc,1158 Security Av.,"P.O. Box 200, 6933 H Ave",1721 Esq St.,Lafayette,MS,68266,2543,5/28/1970,8/11/2012,,Direct@Bulloch.org,424957537,email,209419,Group Inc,17,6/11/2013,10,Upscale,Cox,Edwards,Broadway,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
105704,1,1,Mr.,Benjamin,G,Brewer,Jr.,Berry Naturipe,4632 Constrctn Rd.,532-1221 & Street,3290 Peebles Rd.,Tamworth,GA,59301,2393,6/14/1969,7/6/2012,,Florida.Mining.&@Frank.org,425013774,email,46904,Kirin Amgen,11,7/17/1958,27,Low Income Depositor,Super,Campbell,Broadway,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,
105705,1,1,Ms.,Baxter,K,Harvey,,Mart Ryder,4455 Md Rd.,7847 State Avenue,"P.O. Box 979, 959 Travel Road",Woking,AK,60693,2155,6/2/1943,8/3/2011,,Mini.Storage@HackettPeterJ.ca,425070011,email,176139,Brian Realtor,14,2/1/1994,76,Upscale,Metals,Inc,Broadway,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
105706,1,1,Miss,Ignatius,U,Richard,III,Olds Geo,840-8312 Black St.,"P.O. Box 657, 5779 Meridian St.",6672 Bashlin Av.,Grote-Brogel,OR,68246,2924,11/1/1973,11/3/2012,,Bank.Mooring@Kings.co.uk,425126248,email,175581,Agency Alloy,27,3/28/2010,43,Upscale,Brunswick,Solutions,Broadway,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,
105707,1,1,Mrs.,Xander,B,Valencia,III,Urso Natale,"P.O. Box 513, 9948 Printing Ave",238-5980 Esq Ave,Ap #364-9656 Bank Road,Winterswijk,OH,67193,7800,5/12/1953,11/28/2012,,White.Samuel@WillametteHobbies.edu,425182485,email,18957,Inn Of,29,2/24/1969,33,Low Income Depositor,Rodney,Inc,Broadway,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,
105708,1,1,Miss,Emery,E,Kramer,,Co California,3029 Place Av.,9564 Glass Ave,342-8929 Jr St.,Grand-Halleux,MN,38948,2686,12/4/1953,9/8/2012,,Pettine.Paul@SatherEngInc.ca,425238722,email,130225,Kowalik Consolidated,50,5/13/2011,55,Credit Driven,Interstate,S,Broadway,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,
105709,1,1,,Nissim,G,Rocha,Sr.,Victor S,250-5519 Ronald Rd.,9991 Esq Street,"P.O. Box 587, 3972 Chagrin Av.",Athens,ID,25063,8540,12/25/1991,8/23/2012,,Wright.Morris@Systems.com,425294959,email,219102,Paper Stock,12,12/10/2000,86,Upscale,Esq,Savings,Broadway,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
105710,1,1,Mrs.,Caldwell,V,Hall,Jr.,Barco/chromatics Inc,"P.O. Box 637, 9204 Esq Rd.","P.O. Box 787, 4087 Paint Rd.",2929 & Av.,Springfield,MA,28480,8241,5/26/2013,6/20/2013,,Olds.Geo.Co@KokkonenInsuranceAgency.org,425351196,email,139187,State Construction,40,11/14/1987,97,Middle Income Depositor,Crossing,Son,Broadway,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,
105711,1,1,Mrs.,Acton,O,Mcfadden,III,Pub Accts,948-2547 Yoshida St.,Ap #627-2727 Law Rd.,"P.O. Box 300, 3673 Bruce Street",Banbury,MT,6473,147,12/22/1965,5/27/2012,,Pa.Jackson@PrintersIncAcra.ca,425407433,email,63837,John S,41,5/31/2000,89,Middle Income Depositor,Union,Yaffa,Broadway,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,
105712,1,1,Ms.,Kieran,M,Melendez,Jr.,Infusion Pharm,484 Teacher Street,"P.O. Box 358, 4344 Engineering St.",Ap #275-2276 Corp Avenue,Cedar Rapids,NC,60771,8164,8/12/1996,12/8/2011,,Esq@RefrlNtwrk.edu,425463670,email,48670,Inc Corporate,3,6/5/1970,32,Fee Driven,H,L,Broadway,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,
105713,1,1,,Knox,D,Walter,Sr.,Mgmt Svc,4864 Carl Avenue,Ap #685-5376 Label Rd.,917-7026 Esq St.,Chattanooga,MN,59922,4912,9/7/1970,9/18/2011,,Pepsi@Museum.net,425519907,email,115839,Samuel I,11,6/17/1971,72,Middle Income Depositor,Esq,Andrea,Broadway,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,
105714,1,1,,Russell,K,Carver,Jr.,Farmer Appraisal,Ap #170-3077 Microtel Av.,Ap #329-8697 Midwest St.,Ap #155-7382 Inc Street,Pocatello,NE,61519,1166,10/4/2008,10/17/2011,,Stephen.C.Esq@IncQuincyJim.edu,425576144,email,29613,C Kevin,13,8/25/1972,7,Low Income Depositor,&,Cowley,Broadway,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,
105715,1,1,Mr.,Keegan,Q,Whitaker,,Pro Infusion,Ap #791-6356 Pexco Road,Ap #924-9293 Cpas St.,6583 Janet St.,Troon,NM,98663,6964,2/27/1990,4/30/2013,,M.Esq.Anderson@Co.com,425632381,email,120883,& Heating,23,9/7/2003,89,Middle Income Depositor,Consulting,Quincy,Broadway,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
105716,1,1,Mr.,Fletcher,F,Kline,II,Co Fernando,170-2215 & St.,"P.O. Box 952, 3590 Builders Street",768-5516 Mining Rd.,Providence,MO,7557,7370,9/10/2008,10/21/2012,,Puckett@&SonCarterville.co.uk,425688618,email,80376,Inc Action,29,1/10/2000,82,Middle Market,Homes,Foods,Broadway,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,
105717,1,1,Ms.,Bruce,G,Harris,III,Jr Edwards,6030 Dr Road,Ap #846-2638 & Ave,"P.O. Box 154, 7879 B St.",Fishguard,MT,110,4173,10/9/1958,4/25/2013,,Oak.Brook.Capital@BerryNaturipe.net,425744855,email,113400,Assocs Bush,32,3/25/1980,89,Credit Driven,Stationers,Inc,Broadway,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,
105718,1,1,Mr.,Lyle,G,Horne,II,Cichy Selig,954 B St.,"P.O. Box 726, 377 Plywood Ave",Ap #177-3248 Ward Av.,Dubbo,NY,72240,6365,6/2/2015,11/23/2012,,D.Esq.League@BeymersJewelry.net,425801092,email,128939,System Computer,6,4/22/1995,54,Middle Income Depositor,Inc,Bindery,Broadway,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,
105719,1,1,Mrs.,Reese,T,Hines,II,L Cpa,Ap #144-893 Ltd Ave,"P.O. Box 375, 3792 Friesen St.",4977 American St.,Derry,MN,57531,4814,9/10/2017,12/21/2011,,Matt.Kokkonen@Inc.edu,425857329,email,98705,Inc Meyer,50,4/18/2001,43,Middle Income Depositor,Arbor,Corp,Broadway,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,
105720,1,1,,Xander,S,Fitzgerald,II,Stephen C,6007 Corp Rd.,"P.O. Box 107, 6107 Esq Rd.",7875 J St.,Wolverhampton,SD,72710,1008,9/2/1959,11/17/2012,,Puckett.Dennis.L@Chemical.edu,425913566,email,175473,Inn San,38,12/20/1991,64,Upscale,E,Days,Broadway,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,
105721,1,1,,Lester,V,Quinn,II,Smith Capital,441-5750 Prod St.,"P.O. Box 639, 2361 Cpa Street",Ap #534-4997 Plywood St.,Maidstone,MO,94380,5080,9/23/1939,5/30/2012,,Cryogenic@Law.ca,425969803,email,47531,Min &,28,2/27/1959,83,Low Income Depositor,J,Management,Broadway,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
105722,1,1,Ms.,Zephania,J,Perry,Jr.,Coldwell Bnkr,"P.O. Box 669, 4688 Hostetler St.",9117 Kpmg Av.,Ap #315-5642 Mark Rd.,Rochester,UT,52557,4814,8/9/1934,8/19/2011,,System.Computer.X@RedCarpetInn.co.uk,426026040,email,53938,Esq Cody,10,12/11/1982,64,Credit Driven,Rascher,Of,Broadway,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
105723,1,1,Ms.,John,X,Browning,Jr.,William E,Ap #340-7627 Dealers Av.,"P.O. Box 535, 4456 & Road",Ap #291-3089 Co St.,Watson Lake,NH,50088,3817,6/29/1941,6/17/2013,,Inc.Review@Organization.org,426082277,email,163496,Mortgage Corp,21,6/14/1989,8,Upscale,David,Seating,Broadway,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,
105724,1,1,Miss,Tad,C,Cantrell,,Engineers Albers,Ap #366-763 Pettine St.,"P.O. Box 712, 7160 K Avenue",311-1066 Resort Street,Kingussie,CT,48502,5626,1/16/1991,10/27/2011,,Dev@Distillers&.net,426138514,email,232604,Lawrence R,8,5/10/2005,98,Upscale,Midwest,Bucks,Broadway,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
105725,1,1,Mrs.,Lee,S,Pitts,III,Services United,685-8418 Friedman St.,"P.O. Box 878, 3040 L St.",Ap #490-1675 Safety Avenue,Newcastle,ID,94278,2452,7/23/2006,7/22/2011,,Kirschbaum.Thomas.A@BensonJohn.com,426194751,email,37157,Esq Rimpsey,25,5/25/1962,50,Low Income Depositor,Brian,Esq,Broadway,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
105726,1,1,Miss,Hop,G,Cantrell,II,Corp International,"P.O. Box 323, 9785 Cowley Avenue",175-4869 Sandwich St.,Ap #756-6287 Ebbeson Rd.,Ellon,ID,61273,9761,3/24/1971,1/9/2013,,Burnette.Loftus.Daniel@Shamash&.ca,426250988,email,132581,Quik Print,16,10/9/1969,49,Middle Market,Sunnyvale,Pepper,Broadway,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,
105727,1,1,Mrs.,Zephania,H,Witt,II,Audiotek Electronics,366-5687 E Road,Ap #800-1115 Dr St.,"P.O. Box 343, 4871 Nielsen Road",Kearney,OK,12196,5461,2/7/1973,5/30/2013,,Alternatives.Inc@IncLust.com,426307225,email,160062,L Cpa,30,7/9/1991,79,Upscale,Review,Inc,Broadway,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,
105728,1,1,,Wallace,Z,Gregory,III,Engineering Schlackman,574-9651 Tim Rd.,Ap #261-9061 Mid Road,Ap #225-127 Constantine Road,Rhayader,NJ,81196,9670,2/4/1990,4/15/2012,,Cooper.&@Terrance.com,426363462,email,107478,Crawford Airlifter,27,2/29/1996,29,Middle Income Depositor,Nutra,Smith,Broadway,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,
105729,1,1,,Callum,R,Stanley,Jr.,Search South,5841 Agency St.,8159 Hardware Street,"P.O. Box 255, 9953 Inc Rd.",Annapolis Royal,NY,10057,9541,12/9/1979,3/24/2013,,Church.Point@EsqWashingtonCrossing.edu,426419699,email,213630,Emanuel Reider,12,11/2/1954,18,Upscale,Services,Esq,Broadway,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
105730,1,1,Mr.,Myles,C,Cochran,Sr.,Esq Roche,483-8814 Div Road,1382 Consulting Av.,"P.O. Box 356, 9578 Savage St.",Eugene,RI,72661,5746,4/1/2026,1/21/2012,,Shoe.Rpr.&@Tax.org,426475936,email,99433,& Guillot,50,12/24/1997,98,Credit Driven,Speciality,Evenings,Broadway,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,
